Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
Cyc1,-0.122840218,0.918377869
Sharpin,0.227017611,1.170412929
Mroh1,-0.254484773,0.838286457
Bop1,0.213756606,1.159703987
Scx,0.559341848,1.473596815
Scrt1,-0.332777381,0.794006443
Vps28,0.169081658,1.124342561
Kifc2,0.252445132,1.191224335
Zfp251,0.12890628,1.093464422
Rpl8,0.179143652,1.132211633
1110038F14Rik,0.338073105,1.26406715
Rbfox2,-0.151244536,0.900473337
Myh9,-0.23541306,0.84944176
Eif3d,0.127790794,1.092619286
Cacng2,-0.627061844,0.647493743
Pvalb,-0.421010196,0.74690145
Kctd17,0.211702034,1.158053604
Cyth4,0.325946599,1.253486622
Cdc42ep1,-0.39766264,0.759087111
Gga1,-0.261410534,0.834271846
NA,0.316194594,1.245042158
Eif3l,0.145183146,1.105871032
Polr2f,0.21856153,1.163572843
Tmem184b,-0.284097135,0.821255405
Cby1,0.274160147,1.209289906
Josd1,-0.127675653,0.915304924
Nptxr,-0.654550672,0.635273317
Npcd,-0.54370153,0.686008554
Cbx6,-0.343311697,0.788229857
Mgat3,-0.246237338,0.843092402
Mief1,-0.233224005,0.850731628
Cacna1i,-0.467358172,0.723287853
Tnrc6b,-0.295849502,0.814592535
Mkl1,-0.386637717,0.764910195
Mchr1,0.836128294,1.785252693
Ep300,-0.380539119,0.768150488
Tef,0.175593853,1.129429213
Csdc2,-0.50069654,0.706765469
Desi1,-0.286583036,0.819841522
Nhp2l1,0.283877969,1.217463034
Srebf2,-0.457078457,0.728459941
1500009C09Rik,-0.291208506,0.817217212
Smdt1,0.132922918,1.096513001
Tcf20,-0.159731597,0.8951916
Serhl,0.363776565,1.286789942
Rrp7a,0.144905686,1.105658371
Cyb5r3,0.180478841,1.13325996
Arfgap3,0.172402099,1.126933276
Mpped1,0.541465163,1.455449884
Sult4a1,0.168615639,1.123979435
Parvb,-0.39496088,0.760509998
Parvg,0.527777255,1.441706262
Wnt7b,0.420303583,1.338209122
Trmu,0.172147542,1.126734452
Cerk,-0.598565638,0.660410225
Selo,0.146507367,1.106886555
Plxnb2,-0.245577812,0.843477908
Mapk8ip2,-0.224754736,0.855740493
Shank3,-0.428917557,0.742818908
Kif21a,-0.094097994,0.936857809
Lrrk2,-0.235871896,0.849171645
Gxylt1,-0.302491754,0.810850723
Zcrb1,0.230856121,1.173531137
Dbx2,0.27554962,1.210455146
Ano6,-0.158670157,0.895850465
Arid2,-0.213543937,0.862416128
Scaf11,-0.208542868,0.865410861
Slc38a1,-0.190929964,0.876040842
Slc38a2,-0.263161659,0.833259832
Rpap3,0.272799075,1.208149572
Slc48a1,0.179706171,1.132653178
Col2a1,-0.507615805,0.703383889
Ccnt1,-0.132245705,0.912410083
Kmt2d,-0.528793573,0.693134112
Tuba1a,0.272177011,1.207628752
Nckap5l,-0.333074778,0.793842783
Faim2,-0.265082181,0.832151331
Asic1,-0.191263944,0.875838064
Lima1,0.189955205,1.140728296
Larp4,-0.14660129,0.903376137
Dip2b,-0.247017294,0.842636728
Tfcp2,0.181072414,1.133726317
Dazap2,0.132341966,1.096071541
Slc4a8,-0.242328182,0.84537996
Scn8a,-0.447870642,0.733124111
Eif4b,0.140722737,1.102457268
Csad,-0.222069681,0.857334627
Pfdn5,0.152029395,1.111131368
Myg1,0.232756793,1.17507822
Sp1,-0.15627417,0.897339504
Pcbp2,-0.567962825,0.674568649
Atf7,-0.324849129,0.798381874
Hoxc4,2.020841599,4.058204589
Zfp385a,-0.546911776,0.684483763
Itga5,0.406159312,1.325153341
Pde1b,0.32660988,1.254063047
NA,0.669886351,1.590947634
Abhd6,-0.359221458,0.779585165
4930452B06Rik,0.478275716,1.393077689
Ptprg,-0.335280031,0.79263027
Slc4a7,-0.231606603,0.851685916
Top2b,-0.29802084,0.813367449
Gng2,0.266289771,1.202710794
Nudt13,0.175603867,1.129437053
Ecd,0.153819501,1.112510923
Dnajc9,0.132799193,1.096418969
Anxa7,0.179959744,1.132852275
Ppp3cb,-0.320687145,0.800688425
Sec24c,-0.252562821,0.839403963
Samd8,-0.618534803,0.651332083
A830039N20Rik,-0.78156656,0.581734769
Kcnma1,-0.899491191,0.536075761
Dlg5,-0.349374712,0.784924224
Zmiz1,-0.651631653,0.636559972
NA,-0.699296892,0.615872284
Slmap,-0.368183851,0.774757193
D14Abb1e,-0.208849624,0.865226871
Cacna2d3,-0.193356931,0.874568365
Actr8,0.149742603,1.109371527
Chdh,-0.314469695,0.804146524
Prkcd,-0.247059435,0.842612116
Sfmbt1,-0.209038541,0.865113579
Nt5dc2,0.25707528,1.195053561
Nisch,-0.281065464,0.822983001
Sema3g,0.424390107,1.342005056
Galnt15,0.559423327,1.473680042
Oxnad1,0.185889274,1.137517921
Sncg,0.780874848,1.718172455
Wapal,-0.152754113,0.899531611
Grid1,-0.21930182,0.858981033
Ccser2,-0.078337811,0.947148267
Cdhr1,1.339179397,2.530073675
Nrg3,-0.258913845,0.835716865
Sh2d4b,-1.283345103,0.410841806
Tspan14,-0.303176314,0.810466066
Ddhd1,-0.158919901,0.895695398
Bmp4,0.55552578,1.469704159
Samd4,-0.383040696,0.766819699
Socs4,-0.20920673,0.86501273
Ktn1,-0.178424194,0.883667669
Naa30,-0.349096805,0.785075438
3632451O06Rik,-0.265237987,0.832061466
Parp2,0.23048453,1.173228913
Apex1,0.179133564,1.132203716
Chd8,-0.157410502,0.896632997
Rab2b,0.214389876,1.160213149
Mettl3,0.167762309,1.123314816
Abhd4,0.150173888,1.109703216
Oxa1l,0.173925608,1.128123965
Prmt5,0.122599177,1.088694502
Gm20521,0.149116054,1.108889842
Pabpn1,0.195873156,1.145417187
Thtpa,0.197694093,1.146863819
Cpne6,0.838726342,1.788470525
Psme1,0.258026481,1.195841746
Ipo4,-0.198865443,0.871235446
Dhrs1,0.261083931,1.198378737
Sdr39u1,0.209804356,1.156531336
Parp4,-0.379512817,0.768697128
Pspc1,-0.213261425,0.862585025
Zmym2,-0.136167005,0.909933485
Xpo4,-0.202960595,0.868765914
Lats2,-0.350626826,0.784243284
Sap18,0.129138768,1.093640646
Cdadc1,-0.298184633,0.81327511
Atp8a2,-0.208419576,0.865484822
Amer2,-0.346674204,0.786394859
Sacs,-0.259968132,0.835106366
Ebpl,0.250584245,1.189688803
Kpna3,-0.185607478,0.879278759
Ctsb,0.208518595,1.155501069
Fdft1,0.288169742,1.221090173
Mtmr9,-0.321850628,0.800042958
Pinx1,0.171126649,1.125937424
Hmbox1,-0.199650943,0.870761216
Extl3,-0.270702124,0.828916035
Fzd3,-0.141510487,0.906569489
Scara3,0.318813562,1.247304374
Clu,0.273357183,1.208617036
Ephx2,0.210419774,1.157024789
Ptk2b,0.709021449,1.63469496
Dpysl2,-0.346249253,0.786626529
Pnma2,0.607160807,1.523258517
Ppp2r2a,-0.429648668,0.742442567
Ebf2,-0.488158196,0.712934679
Kctd9,-0.504367232,0.70496951
R3hcc1,0.181880176,1.134361266
NA,-0.261568874,0.834180288
Rhobtb2,-0.793108106,0.577099463
Slc39a14,-0.201731235,0.869506529
Phyhip,-0.273733377,0.827176224
Bmp1,0.404499888,1.323629993
Lgi3,0.203237787,1.151279231
Hr,-0.329307169,0.795918619
Xpo7,-0.095365271,0.936035226
Rb1,-0.142633066,0.905864351
Itm2b,-0.131589636,0.912825098
Htr2a,0.624849856,1.542050333
Lrch1,-0.272328556,0.827982077
Gpalpp1,0.134399951,1.097636187
Lacc1,0.409950793,1.328640496
Akap11,-0.281750679,0.822592214
Dgkh,-1.149294496,0.450845649
Vwa8,-0.301992804,0.811131202
Kbtbd7,-0.270513296,0.829024535
Sugt1,-0.172810838,0.887112613
Pcdh20,-0.475699484,0.719118044
Klhl1,0.407903641,1.326756523
Dach1,-0.624661326,0.648572012
Klf12,-0.244374514,0.844181715
Tbc1d4,-0.31340766,0.804738712
Kctd12,-1.188997746,0.43860746
Fbxl3,-0.13268511,0.91213223
Mycbp2,-0.167251214,0.890537819
Ednrb,0.244722605,1.184864928
Rbm26,-0.235755861,0.849239946
Gm17066,-0.545324206,0.685237397
Slitrk6,0.628881752,1.546365925
Gpc5,0.401513845,1.32089322
Gpc6,-0.669026673,0.628930858
Ipo5,-0.725522041,0.604778165
Farp1,-0.25458619,0.83822753
B930095G15Rik,-0.28009969,0.823534109
Tm9sf2,-0.204489127,0.867845946
Pcca,-0.174143866,0.886293314
Fgf14,-0.184654519,0.87985975
Scaf8,-0.151180938,0.900513033
Arid1b,-0.392586499,0.761762672
Zdhhc14,-0.770958066,0.586028175
Synj2,-0.179966331,0.882723597
1700010I14Rik,0.62067008,1.537589171
Qk,-0.18352294,0.88055014
Pacrg,0.240259767,1.181205326
Agpat4,0.202914655,1.151021399
NA,0.389944851,1.310343314
Tcp1,0.112931781,1.081423626
Sod2,0.137449771,1.099959016
NA,-0.43570137,0.739334238
Pdcd2,0.181285277,1.133893606
Rgmb,-0.358734608,0.779848287
Gm6712,-0.446559995,0.733790435
Lix1,0.420412451,1.338310109
Lnpep,-0.320542127,0.800768913
Zfp160,-0.260654837,0.83470896
Zfp760,-0.240857974,0.846241901
Zfp942,-0.192341089,0.87518439
Zfp944,-0.202441156,0.869078767
Zfp758,-0.275519341,0.826152866
Zfp13,0.244378969,1.184582739
Hcfc1r1,0.165015593,1.121178196
Tnfrsf12a,0.492834657,1.407207091
Paqr4,0.295899212,1.227649916
NA,0.49144581,1.405853058
Flywch2,0.379617423,1.300996808
Srrm2,-0.380901575,0.767957525
Tceb2,0.145804599,1.106347497
Pdpk1,-0.216339663,0.860746514
Tbc1d24,0.117087767,1.084543385
Abca3,-0.370218784,0.773665162
Caskin1,-0.303173453,0.810467673
Tsc2,-0.267975926,0.830483882
Ndufb10,0.238322929,1.179620605
Fahd1,0.164131328,1.120491208
Eme2,0.195970729,1.145494657
Mapk8ip3,-0.204491004,0.867844817
Mrps34,0.185952693,1.137567926
Nme3,0.173232928,1.127582449
Cramp1l,-0.281541616,0.822711425
Gnptg,0.149161637,1.108924878
Baiap3,1.152826071,2.223490238
Ube2i,0.3833628,1.304378711
Gng13,-1.551821351,0.341079192
Haghl,0.236783087,1.178362225
Fam173a,-0.257875949,0.836318308
Metrn,-0.325305134,0.798129562
Rab40c,-0.329375535,0.795880903
Capn15,-0.389637083,0.763321598
Rab11fip3,-0.379759789,0.768565548
Arhgdig,0.658419371,1.578352419
Rgs11,0.537389398,1.451343887
Bnip1,0.241537437,1.182251881
Zbtb9,0.205317259,1.152939859
Ggnbp1,0.21033451,1.15695641
Bak1,0.308331907,1.238275136
Grm4,-0.417261392,0.748844777
Snrpc,0.39217335,1.312368935
Taf11,0.174509525,1.128580655
Tcp11,1.39898181,2.637153978
Def6,0.491426229,1.405833978
Ppard,-0.489967227,0.712041273
Fkbp5,0.493089408,1.407455596
E230001N04Rik,0.945074797,1.9252887
4930539E08Rik,2.178796291,4.527756244
Cpne5,0.855166674,1.808967732
Cmtr1,0.205984429,1.153473155
Rnf8,0.160606101,1.117756628
Ccdc167,0.182034254,1.134482421
Zfand3,-0.212522149,0.86302715
Btbd9,-0.211241961,0.863793305
Pde9a,-0.483890176,0.715046924
Ndufv3,0.185233384,1.137000891
Brd4,-0.436198831,0.73907935
Akap8,0.174543351,1.128607116
Wiz,-0.869992673,0.547149629
Zfp871,-0.286305636,0.819999175
Zfp472,-0.285396397,0.820516132
NA,-0.299095064,0.812762044
Zfp81,-0.229945093,0.852667342
Myo1f,0.529969335,1.443898504
Zfp414,0.211420909,1.157827966
Kank3,0.330348313,1.257316895
H2-Ke2,0.208854541,1.155770171
Psmb8,0.557152033,1.471361791
Fkbpl,0.254773676,1.193148552
Neu1,0.145436332,1.106065123
1110038B12Rik,0.319389701,1.247802583
D17H6S56E-5,0.560378134,1.474655678
Clic1,0.303858399,1.23444144
Ddah2,0.274310201,1.209415691
Csnk2b,0.232669502,1.175007123
Gpank1,0.251736462,1.190639335
NA,0.225848123,1.169464545
Bag6,-0.308222115,0.807636426
Prrc2a,-0.50467813,0.704817607
H2-D1,-0.383621722,0.766510934
Flot1,0.31775707,1.246391302
Tubb5,0.199007437,1.147908331
Mrps18b,0.47088933,1.385963563
Trim39,0.189938724,1.140715265
Gabbr1,-0.540436625,0.68756279
Ptchd4,-0.82446456,0.564691743
Gpr116,0.286896706,1.220013156
NA,-0.235764444,0.849234894
Lrrc73,-0.502610028,0.705828687
Zfp318,-0.175667152,0.885358004
Ttbk1,-0.285299718,0.820571118
Cul9,-0.264864683,0.832276794
Klc4,0.147751883,1.107841803
Mrpl2,0.263320148,1.200237697
Mea1,0.169392571,1.124584892
Pex6,-0.268453926,0.830208768
Rpl7l1,0.121742345,1.088048107
Gltscr1l,-0.234549791,0.849950194
Ubr2,-0.29480052,0.815185039
Mrps10,0.167621985,1.123205562
Taf8,0.262366593,1.199444657
Mdfi,-1.316996932,0.401369548
Foxp4,-0.736559272,0.600169009
Trem2,0.643196046,1.5617852
Pot1b,-0.348134518,0.785599264
Shd,0.28425011,1.217777118
Fsd1,0.16636613,1.122228246
Ubxn6,0.170897111,1.125758298
Dpp9,-0.48394388,0.715020307
Vmac,0.17854239,1.131739868
Dus3l,0.222434476,1.166700676
Mllt1,-0.208264574,0.865577814
Clpp,0.194124788,1.144029923
Gtf2f1,0.238120571,1.179455159
Khsrp,-0.297652245,0.813575283
Tubb4a,-0.264475435,0.832501378
Cntnap5c,-0.389190495,0.763557921
Fbxl17,-0.531351089,0.691906457
Pja2,-0.197519362,0.872048717
Man2a1,-0.196585715,0.87261325
Vapa,-0.163334385,0.89295886
Ankrd12,-0.12628828,0.916185554
Wash,0.144705757,1.105505159
Soga2,-0.32750681,0.796912477
Ptprm,-0.670546472,0.628268663
A330050F15Rik,-0.402727664,0.756426775
Dlgap1,-0.28244257,0.822197808
Myl12b,0.288223922,1.221136032
Lpin2,-0.100075282,0.932984306
Smchd1,-0.110874467,0.926026595
Lbh,0.160920352,1.118000127
Galnt14,0.344243914,1.269485498
Ehd3,0.293439478,1.225558608
Memo1,-0.204334646,0.867938878
Birc6,-0.196185321,0.872855462
Crim1,-0.437926054,0.738195038
Strn,-0.133406937,0.911675975
NA,-0.417505533,0.748718064
Heatr5b,-0.238109544,0.847855584
Ndufaf7,0.124910638,1.090440187
Atl2,-0.904543519,0.534201703
Hnrnpll,-0.3308011,0.795094861
Srsf7,-0.201221004,0.869814097
Arhgef33,-1.235859632,0.424589432
Sos1,-0.342747778,0.78853802
Cdkl4,0.648762703,1.567823009
Map4k3,-0.117431231,0.921827537
Cox7a2l,0.223500922,1.167563425
Zfp36l2,-0.405962229,0.754732744
Thada,-0.201274469,0.869781863
Dync2li1,0.212256253,1.158498561
Ppm1b,-0.221278876,0.857804699
Prepl,-0.198141634,0.87167266
NA,2.580392838,5.981025371
Prkce,-0.317536861,0.802438727
Epas1,-0.43886745,0.737713504
Socs5,-0.387123585,0.764652634
Calm2,-0.22321941,0.856651663
Fbxo11,-0.409033448,0.753127773
Foxn2,-0.234280318,0.850108966
Nrxn1,-0.158993497,0.895649707
Adcyap1,0.77548629,1.711766941
Zfp263,0.101883918,1.073173933
1700037C18Rik,0.309381455,1.239176298
Crebbp,-0.440511465,0.736873326
Srl,-0.796297133,0.575825214
Tfap4,0.362834066,1.285949569
Hmox2,0.172659874,1.12713465
Rogdi,0.271709204,1.207237231
Glyr1,0.151396155,1.110643768
Tmem186,0.179312602,1.132344231
Pmm2,0.292493165,1.224754986
1810013L24Rik,-0.198839337,0.871251212
Grin2a,-0.312498868,0.805245798
Clec16a,-0.417246908,0.748852295
Snn,0.264987499,1.201625637
Gm23935,-1.20353055,0.434211382
Gspt1,-0.359281361,0.779552796
Cpped1,0.141814753,1.103292065
2900011O08Rik,0.182623774,1.134946092
Marf1,-0.122465976,0.918616132
Nde1,0.156602457,1.114659026
Prkdc,-0.156424195,0.897246195
Ppm1f,0.131187201,1.095194571
Ppil2,0.155639961,1.113915628
Pi4ka,-0.261038184,0.834487194
Crkl,-0.360628843,0.778825031
P2rx6,0.636052251,1.554070821
Med15,-0.217206717,0.860229364
Dgcr2,-0.232649997,0.851070177
Slc25a1,0.197732985,1.146894737
Prodh,0.32540828,1.25301899
Ranbp1,0.227922589,1.171147339
Trmt2a,0.151737168,1.110906324
Arvcf,0.225351587,1.169062116
Gp1bb,-0.214499071,0.861845355
Sept5,-0.207607493,0.865972134
Ufd1l,0.192141786,1.142458521
2510002D24Rik,0.195314392,1.144973646
Mrpl40,0.218374193,1.16342176
Hira,-0.348808765,0.785232197
B3gnt5,-0.723633468,0.605570374
Dvl3,-0.550326169,0.682865727
Ap2m1,0.148138583,1.108138789
Abcf3,0.115207441,1.083130775
Ephb3,-0.424139887,0.745282926
Vps8,-0.103332095,0.930880515
Map3k13,-0.479445815,0.717253091
Tmem41a,-0.198714674,0.8713265
Senp2,-0.297546744,0.81363478
Etv5,-0.664275348,0.631005573
Dgkg,-0.203528032,0.86842428
Sst,1.474684119,2.779227856
Bcl6,-0.369533777,0.774032594
Lpp,-0.219370559,0.858940106
Uts2b,-1.366719961,0.387771866
Ccdc50,-0.359558523,0.779403047
Opa1,-0.143991813,0.905011599
Atp13a3,-0.256977141,0.836839502
Tmem44,0.407051504,1.325973096
Lsg1,0.136388049,1.099149821
Ppp1r2,-0.135783449,0.910175433
Bdh1,0.201537818,1.149923444
Dlg1,-0.143759564,0.905157302
Senp5,-0.212195083,0.863222824
Pak2,-0.335783213,0.792353865
Rnf168,0.145197406,1.105881963
Ubxn7,-0.193179563,0.874675893
Tfrc,-0.200731903,0.87010903
Snx4,0.221161842,1.165671957
Zfp148,-0.120744117,0.919713156
Umps,0.172036991,1.126648115
Kalrn,-0.300255388,0.812108623
Mylk,0.27320084,1.208486067
Parp9,0.287636459,1.220638888
Kpna1,-0.119181566,0.920709817
Cd86,0.583176672,1.498144386
Stxbp5l,-0.205084369,0.867487955
Fstl1,0.25208658,1.190928318
Lrrc58,-0.317431897,0.802497111
Gm15725,-0.212425143,0.863085182
Gsk3b,-0.338798046,0.790699794
Arhgap31,-0.711039245,0.610879933
Lsamp,-0.284973413,0.820756734
Gap43,0.542307794,1.456300213
Zbtb20,-0.398650914,0.758567299
Zbtb20,-0.419210047,0.747833992
Naa50,-0.447694033,0.733213862
Gm608,-0.178880736,0.883388076
Boc,-0.256698072,0.837001392
Gtpbp8,0.154026017,1.112670186
Ccdc80,0.464168757,1.37952228
Tagln3,0.151207492,1.110498537
Phldb2,0.376924783,1.298570898
Plcxd2,-0.128339007,0.914884161
Dzip3,-0.144378886,0.904768818
Ift57,-0.149511129,0.901555912
Cd47,-0.57253778,0.672432901
Cd47,-0.573966146,0.671767476
Cblb,-0.272152245,0.828083271
Nxpe3,-0.272626817,0.827810919
Rpl24,-0.208543926,0.865410226
Senp7,-0.164409816,0.892293468
Impg2,-1.23753345,0.424097108
Dcbld2,-0.126625404,0.915971488
Cldn25,-0.121493667,0.919235445
Mina,0.280794978,1.214864135
Zfp654,-0.472116888,0.720906025
Cggbp1,-0.223966435,0.856208205
Htr1f,1.3805902,2.603748676
Cadm2,-0.378299683,0.769343782
Robo2,-0.255974501,0.837421288
Rbm11,0.315247416,1.244225015
Mrpl39,0.155977771,1.114176483
Adamts1,-0.209686428,0.86472516
Ltn1,-0.185722992,0.879208359
Bach1,0.152977988,1.111862193
Grik1,-0.688174665,0.620638601
Tiam1,-0.373260051,0.772035958
Sod1,0.156373709,1.114482304
Hunk,-0.634715974,0.644067601
Synj1,-0.335676134,0.792412677
Paxbp1,-0.393430978,0.761316907
Ifnar2,0.154450044,1.112997262
Il10rb,0.347091883,1.271994016
Ifnar1,0.148755014,1.108612373
Dnajc28,0.199768573,1.148514104
Itsn1,-0.196845785,0.872455961
Slc5a3,-0.422309667,0.746229
NA,-0.453988492,0.730021828
Cbr1,0.163775012,1.120214503
Dopey2,-0.376222283,0.770452392
Chaf1b,0.928010762,1.902650745
Ttc3,-0.129364222,0.914234253
Dyrk1a,-0.165467739,0.891639392
Kcnj6,-0.172759458,0.887144207
Erg,0.447731048,1.363893549
Ets2,-0.212913707,0.86279295
Brwd1,-0.137968704,0.90879783
Igsf5,-0.714097619,0.609586298
Pcp4,-0.826222718,0.564003993
Dscam,-0.23148331,0.851758704
Lrp5,-0.312911063,0.805015762
Unc93b1,0.301167339,1.232140982
Ndufv1,0.137961566,1.100349296
Pitpnm1,-0.296423554,0.814268471
Pcx,-0.171503156,0.887917071
Rce1,0.205738693,1.1532767
Sptbn2,-0.70193994,0.614745025
Yif1a,0.169922113,1.124997748
Pacs1,-0.306715786,0.808480125
Gal3st3,-0.951408029,0.517127514
Drap1,0.168271765,1.12371156
Fibp,0.251196921,1.190194141
Cfl1,0.180755928,1.133477637
Snx32,0.211460993,1.157860136
Kat5,0.164685726,1.120921872
Sipa1,0.370072335,1.292417629
Pcnxl3,-0.370735079,0.773388341
Scyl1,0.138858363,1.101033499
Frmd8,-0.24037011,0.846528116
Tigd3,0.282302648,1.216134376
Syvn1,-0.357206702,0.780674633
Zfpl1,0.184448048,1.136382129
Snx15,0.222530603,1.166778416
Arl2,0.194002524,1.143932975
Ppp2r5b,0.184007555,1.136035214
Sf1,-0.225314215,0.8554087
Nrxn2,-0.44203186,0.736097175
Bad,0.214633211,1.160408856
Plcb3,-0.981921971,0.506304787
Ppp1r14b,-0.396422088,0.759740119
Dnajc4,0.203244418,1.151284523
Macrod1,0.234475747,1.176479145
Flrt1,-0.358237147,0.780117236
Otub1,0.186313063,1.137852113
Mark2,-0.335957468,0.792258167
AI846148,0.211077705,1.157552562
Atl3,-0.149246752,0.901721139
Slc22a8,0.458191842,1.373818904
Slc3a2,0.166873738,1.122623168
Snord22,-0.588573217,0.665000247
Nxf1,0.138257071,1.100574701
Hnrnpul2,-0.414999843,0.750019576
Gng3,0.302277148,1.233089184
Lrrn4cl,0.512030244,1.426055612
Ubxn1,0.29128924,1.223733358
AI462493,0.193979621,1.143914815
1810009A15Rik,0.308859944,1.238728437
Ints5,-0.336410761,0.79200928
Ganab,-0.093991108,0.936927221
Mta2,0.161373824,1.118351595
Rab3il1,0.337145418,1.263254586
Fads2,0.229682073,1.17257652
Myrf,-0.604377747,0.657755017
Dagla,-1.589352489,0.332320572
Syt7,-0.567138731,0.674954085
Osbp,-0.264278263,0.832615163
Gnaq,-0.410196483,0.75252088
Vps13a,-0.22967051,0.852829643
Ostf1,0.203499824,1.151488357
Gda,1.312707067,2.484072131
Trpm3,-0.219958052,0.858590401
Klf9,0.191362366,1.141841471
Pgm5,-0.368012726,0.774849096
Kank1,-0.278062522,0.824697808
Smarca2,-0.156618878,0.897125125
Vldlr,-0.265976459,0.831635668
Rfx3,-0.413137913,0.75098817
Slc1a1,0.154377073,1.112940969
Ppapdc2,-0.646192491,0.638964422
Ak3,0.123315997,1.089235567
Ermp1,-0.168968529,0.889478397
Gldc,-1.330958366,0.397504097
Mbl2,4.211180687,18.52216309
Prkg1,-0.900777221,0.535598112
Cstf2t,0.135991931,1.098848072
Pten,-0.176860899,0.884625725
Ifit2,0.328077793,1.25533968
Pank1,-0.222380221,0.857150106
Htr7,0.743337095,1.674043591
Pcgf5,-0.308130503,0.807687713
Hectd2,-0.24075456,0.846302563
Tnks2,-0.106869772,0.928600671
Cpeb3,-0.483567297,0.715206971
Ide,-0.137633964,0.909008718
Lgi1,-0.212139294,0.863256206
Plce1,-0.269486099,0.829615009
Entpd1,0.278433293,1.212877035
Gm340,-0.283015609,0.821871295
Exosc1,0.238006443,1.179361859
Pi4k2a,-0.302885622,0.810629385
Hps1,0.304875821,1.235312304
Cnnm1,-0.364626855,0.77666973
Slc25a28,0.275649756,1.210539165
Entpd7,-0.362230808,0.777960706
Scd3,-0.685117245,0.62195528
Scd1,-0.29195103,0.816796715
Hif1an,-0.216523096,0.86063708
Pax2,-0.709389687,0.611578805
Sema4g,-0.317572117,0.802419117
Poll,0.187119976,1.138488703
Dpcd,0.279064357,1.213407688
Fbxw4,-0.293341756,0.816009721
Ldb1,0.2206655,1.165270989
Pprc1,-0.334206641,0.79322022
Gbf1,-0.33813709,0.791062128
Cuedc2,0.176033422,1.129773387
Sufu,-0.27699855,0.825306238
Nt5c2,0.101819359,1.073125911
Neurl1a,-0.449921936,0.73208246
Obfc1,0.313165784,1.242431045
Sfr1,0.260508001,1.197900434
Sorcs3,-0.261429816,0.834260696
Mxi1,0.231516004,1.174068028
Smndc1,-0.293051064,0.816174157
Gpam,0.086851135,1.062049593
Zdhhc6,0.163042396,1.119645791
Vti1a,0.137283787,1.099832472
Dclre1a,0.157653868,1.115471666
Ablim1,-0.1902349,0.876463004
Fam160b1,-0.136140391,0.909950271
Trub1,0.174216554,1.128351494
Atrnl1,-0.349808097,0.784688468
Hspa12a,-0.498996168,0.707598959
Eno4,0.540100753,1.454074062
4930506M07Rik,0.1603304,1.117543044
Pdzd8,-0.177550584,0.884202927
D19Ertd737e,0.179980397,1.132868492
Cacul1,-0.156860635,0.896974804
Sfxn4,0.381415576,1.302619362
5830428H23Rik,-0.349577039,0.784814151
NA,-0.373379648,0.771971961
St18,-0.224012166,0.856181064
Mybl1,-0.355907172,0.781378155
Vcpip1,-0.328967482,0.796106043
Arfgef1,-0.539390326,0.688061618
Prex2,-0.323173434,0.799309736
A830018L16Rik,0.479646713,1.394402163
Slco5a1,-0.334639132,0.792982464
Ncoa2,-0.295303166,0.814901072
Tram1,0.133923277,1.097273583
Ube2w,-0.166832536,0.890796295
Tmem70,-0.394094735,0.760966719
Tfap2d,3.884540081,14.76940786
Tfap2b,-0.37757957,0.769727891
Mcm3,0.394279033,1.3142858
Paqr8,-0.17063266,0.888452985
Kcnq5,0.771481037,1.707021273
Rims1,-0.150015905,0.901240527
B3gat2,-0.365080178,0.776425724
Smap1,-0.353382647,0.78274666
Lmbrd1,-0.210751534,0.864086991
Bai3,-0.331329882,0.794803493
Ptp4a1,-0.429126918,0.742711119
Khdrbs2,0.230061397,1.172884863
Bag2,0.243172973,1.183592921
Zfp451,-0.326060861,0.797711587
Dst,-0.252194762,0.839618138
Ccdc115,0.205245093,1.152882188
Arhgef4,0.225170761,1.168915596
C230030N03Rik,0.416979462,1.335129296
Uggt1,-0.159306526,0.895455394
Arid5a,0.374512881,1.296401757
Kansl3,-0.181754366,0.881630252
Lman2l,-0.278912872,0.82421186
Actr1b,0.174733937,1.128756219
Tmem131,-0.363981754,0.777017096
Inpp4a,-1.012640238,0.495638363
Coa5,-0.114669882,0.923593624
Tsga10,-0.25660938,0.83705285
Eif5b,-0.392899036,0.761597667
Rev1,-0.140961155,0.906914747
Aff3,-0.188059598,0.877785535
Lonrf2,-0.282806307,0.821990538
Cnot11,0.111905724,1.080654782
Rnf149,0.190981939,1.141540417
Slc9a2,0.502021968,1.416197003
Gpr45,0.598312557,1.51394475
Uxs1,-0.205246732,0.867390332
Tpp2,-0.141684845,0.906459932
Col5a2,0.324207902,1.251976864
Slc39a10,-0.142700776,0.905821836
Tmeff2,-0.235364079,0.849470599
Myo1b,-0.203802615,0.868259012
Stat1,0.130379811,1.094581828
Gls,-0.271143943,0.828662222
Nab1,-0.25924921,0.835522619
Inpp1,-0.257409453,0.836588776
Pms1,-0.28113386,0.822943985
Stk17b,-1.03648448,0.487513988
Hecw2,-0.14199169,0.906267159
NA,-0.158059135,0.896229963
Ankrd44,0.18824181,1.139374331
Plcl1,-0.228778526,0.85335709
9430016H08Rik,0.133812219,1.097189118
Spats2l,0.220832258,1.165405689
Ppil3,0.206645742,1.154002014
Fam126b,-0.277734965,0.824885073
Mpp4,-0.243498802,0.844694287
Als2,-0.168987915,0.889466444
Cdk15,1.175482392,2.258683917
Fzd7,-0.282016754,0.822440518
